<<<<<<< HEAD
,title,ingredients,directions,link,source,NER
1539359,Poutine Cake,"[""3 cups all-purpose flour"", ""2 cups sugar"", ""2/3 cup baking cocoa"", ""2 teaspoons baking soda"", ""2 teaspoons baking powder"", ""1 teaspoon salt"", ""2 large eggs, room temperature"", ""2/3 cup canola oil"", ""2 teaspoons vanilla extract"", ""2 cups boiling water"", ""1 cup unsalted butter, softened"", ""1 teaspoon 2% milk"", ""1 teaspoon vanilla extract"", ""1/8 teaspoon salt"", ""3-1/2 cups confectioners' sugar"", ""12 crisp ladyfinger cookies"", ""8 ounces white candy coating, melted"", ""2 cups butterscotch-caramel ice cream topping""]","[""Preheat oven to 350\u00b0. Line bottoms of two greased 8-in. round baking pans with parchment; grease paper."", ""In a large bowl, whisk flour, sugar, baking cocoa, baking soda, baking powder and salt. In another bowl, whisk eggs, oil and vanilla; stir into flour mixture. Stir in boiling water; batter will be thin."", ""Transfer to prepared pans. Bake until a toothpick inserted in center comes out clean, 30-35 minutes. Cool in pans 10 minutes before removing to wire racks; remove paper. Cool completely."", ""For frosting, in a large bowl, beat butter until creamy. Beat in milk, vanilla and salt. Gradually beat in confectioners' sugar until smooth. Spread frosting between cake layers and over top and sides of cake. Using cookies, decorate cake as desired to look like french-fried potatoes. Drop candy coating by tablespoonfuls to resemble cheese curds. Drizzle with ice cream topping to resemble gravy.""]",www.tasteofhome.com/recipes/poutine-cake/,Gathered,"[""all-purpose"", ""sugar"", ""baking cocoa"", ""baking soda"", ""baking powder"", ""salt"", ""eggs"", ""canola oil"", ""vanilla"", ""boiling water"", ""unsalted butter"", ""milk"", ""vanilla"", ""salt"", ""sugar"", ""cookies"", ""coating"", ""butterscotch-caramel ice cream topping""]"
1596556,Poutine,"[""5 potatoes washed, peeled, and cut into 1-cm. thick strips"", ""vegetable oil for frying"", ""mozzarella cheese"", ""1 tablespoon butter"", ""1 tablespoon flour"", ""2 1/8 cups chicken stock"", ""1 tablespoon beef broth optional""]","[""Heat up the stock and set it aside."", ""In a pot, melt the butter and whisk in the flour until there are no more lumps."", ""Add the hot stock, whisking constantly. Simmer lightly for 5 minutes until the sauce reduces and thickens. Add the beef juice (optional)."", ""Heat up the oil in a frying pan and fry the potatoes in batches until golden and crispy."", ""Before the last batch is done, heat up the gravy."", ""Put the French fries in a bowl, sprinkle on cheese, and bathe in gravy. Serve immediately so the fries do not get soggy.""]",www.yummly.com/recipe/Poutine-626847,Gathered,"[""potatoes washed"", ""vegetable oil"", ""mozzarella cheese"", ""butter"", ""flour"", ""chicken stock"", ""beef broth optional""]"
1596877,Beer Bacon And Maple Syrup Poutine,"[""4 potatoes baker"", ""olive oil"", ""1 tablespoon smoked paprika"", ""1 tablespoon garlic salt"", ""4 strips bacon chopped up"", ""4 slices bacon peameal, chopped"", ""1 tablespoon butter"", ""1 garlic clove minced"", ""2 cups stout beer"", ""1 tablespoon mustard"", ""1 tablespoon worcestershire"", ""1 tablespoon maple syrup"", ""salt"", ""cheese curds"", ""green onions""]","[""Start by slicing each potato lengthwise into four potato slabs. Then cut each slab into thin fries about a centimeter thick. Keep the fries fresh by storing them in a bowl of cold water. Before use, drain the fries and pat them dry. This is to ensure that the spices and oil stick."", ""Preheat the oven to 400 degrees F. Place all the fries in a bowl and sprinkle over the paprika, garlic salt and a couple glugs of olive oil. Roll the fries around and coat evenly. Spread out on two baking sheets making sure that each fry is in contact with the sheet, this will ensure they get crispy. Cook the fries for 50 minutes. Every 20 minutes rotate the trays and give the fries a flip. Hint: you're going to need a thin spatula to get the fries up and off the baking sheet in order to flip them."", ""While the fries are cooking start on the gravy by frying up both types of bacon in an ungreased pan on medium high heat. Once crispy, pull out the bacon and let drain on a plate covered with a paper towel. Save the grease. For the gravy, add the butter to the bacon grease and let melt. Then spoon in the flour and stir until a paste forms. Throw in the garlic and stir until it becomes fragrant. Finally whisk in the beer, mustard, Worcestershire, maple syrup and a pinch of salt. Let thicken over a low heat."", ""To build the poutine, place all the fries on one baking sheet and layer in the cheese curds and bacon pieces. Then pour over the gravy and place back in the oven for 5 minutes or until the cheese is good and melted. Top with green onions and enjoy!"", ""https://www.tastemade.com/videos/beer-bacon-and-maple-syrup-poutine""]",www.yummly.com/recipe/Beer-Bacon-And-Maple-Syrup-Poutine-1516999,Gathered,"[""potatoes"", ""olive oil"", ""paprika"", ""garlic salt"", ""bacon"", ""bacon"", ""butter"", ""garlic"", ""stout beer"", ""mustard"", ""worcestershire"", ""maple syrup"", ""salt"", ""cheese curds"", ""green onions""]"
1597325,"Classic Poutine {Fries, Gravy & Cheese Curds}","[""8 russet potatoes"", ""1 bowl cold water"", ""1 pound cheese curds white cheddar"", ""4 tablespoons unsalted butter"", ""6 tablespoons flour"", ""1 shallot"", ""2 teaspoons garlic powder"", ""2 teaspoons worcestershire sauce"", ""5 cups beef broth"", ""1/4 teaspoon black pepper"", ""1 teaspoon salt"", ""salt for the fries"", ""vegetable oil""]","[""Like I mentioned in the note above, you will want the cut potatoes to sit in a bowl of cold water for 2-3 hours or overnight."", ""Lets start with the gravy. In a saucepan, over medium low heat, add in the butter, garlic powder and shallots. Cook for a few minutes until the shallots are softened."", ""Whisk in the flour and cook for a minute or two to cook out the raw flour taste."", ""Add in the worcestershire sauce, broth, salt and pepper. Whisk until the roux {flour & butter} is worked in and smooth."", ""Up the heat to medium and simmer for about 20-25 minutes until the gravy has thickened enough just coat the back of a spoon. {I don't care for a very thick gravy so this recipe is a little bit on the looser side}. Set aside. You'll want to have this hot and ready to go when the fries are done."", ""Lets get to those potatoes! Drain the potatoes and place them onto a clean dish cloth and top with another to soak up any excess water."", ""Heat up several inches of vegetable oil in a heavy pot to about 300 degrees {no worries if you don't have a cooking thermometer}."", ""We're going to do a double fry, that means after the first fry the potatoes are just cooked and not yet golden and crisp. Lets test the oil. Place 1 fry into the oil. Small gentle bubbles should form around the potato. No bubbles, then the oil isn't ready. Fast bubbling means its too hot."", ""When the oil is ready go ahead and gently add in a small batch of the cut potatoes. Using a slotted metal spoon, move the fries around as they cook. They should only be in the oil for 3-4 minutes."", ""Pull the fries out and place onto a paper towel lined baking sheet. Salt lightly as soon as they come out."", ""Go ahead and continue the first fry with the remaining potatoes."", ""Once all the potatoes have gone through the first fry we are ready to crisp them up! This part is much quicker. Raise the flame up to medium high and allow it to heat up {approx 400 degrees}."", ""Get another baking sheet ready with paper towels. Again in small batches place the potatoes into the oil and move them around as they fry. Cook until golden and crisp, place onto the paper towels."", ""To assemble... Crisp fries onto a plate, topped with the cheese curds and then drown it all in that piping hot gravy! Enjoy!""]",www.yummly.com/recipe/Classic-Poutine-_Fries_-Gravy-_-Cheese-Curds_-1653468,Gathered,"[""potatoes"", ""water"", ""unsalted butter"", ""flour"", ""shallot"", ""garlic"", ""worcestershire sauce"", ""beef broth"", ""black pepper"", ""salt"", ""salt"", ""vegetable oil""]"
1610535,Poutine,"[""2 tablespoons butter"", ""2 tablespoons flour"", ""2 cups beef stock"", ""salt"", ""freshly ground black pepper"", ""2 pounds potatoes Idaho white, peeled and cut"", ""1/2 pound cheese curd fresh""]","[""In a saucepan, over medium heat, combine the butter and flour."", ""Stir until incorporated."", ""Cook for 12 to 15 minutes for a dark roux."", ""Stir in the stock."", ""Season with salt and pepper."", ""Bring the liquid to a boil."", ""Reduce the heat to medium low and continue cooking for 15 to 20 minutes."", ""Remove from the heat and keep warm."", ""Peel the potatoes and cut fries, 4 inches by 1/2-inch."", ""Bring a pot of salted water to a boil."", ""Add the potatoes and blanch for 4 minutes."", ""Remove, drain and cool completely."", ""Fry the potatoes until golden brown."", ""Remove and drain on""]",www.yummly.com/recipe/Poutine-1670914,Gathered,"[""butter"", ""flour"", ""beef stock"", ""salt"", ""freshly ground black pepper"", ""potatoes""]"
1610536,Poutine,"[""12 potatoes small"", ""2 tablespoons coconut oil"", ""1 teaspoon cumin"", ""1 teaspoon paprika"", ""salt"", ""ground black pepper"", ""yeast"", ""1 red onion chopped"", ""2 tablespoons chipotle"", ""1 tablespoon smoked paprika"", ""2 cups beef broth"", ""1/4 cup tomato paste"", ""1/4 cup brown sugar"", ""1/4 cup unbleached flour"", ""90 milliliters unsalted butter"", ""2 garlic cloves"", ""flat leaf parsley"", ""cheese curds""]","[""Preheat oven to 350 degrees Fahrenheit."", ""Cut the small potatoes in halves, then in quarters, and then in eighths."", ""Mix the coconut oil, cumin, paprika, salt, and pepper."", ""In a bowl, mix the potatoes chunks with the seasoned coconut oil."", ""On a baking sheet, spread the potatoes, sprinkle with nutritional yeast."", ""Bake for 30 minutes until golden brown and crispy."", ""In a small frying pan, saute chopped onion with chipotle and paprika over high heat until golden."", ""In a saucepan over medium heat, combine beef broth, tomato sauce, and sugar. Add the onion. Set aside."", ""In another saucepan, melt the butter. Add flour, and continue cooking for about 5 minutes, stirring until the mixture turns golden brown."", ""Add the garlic and continue cooking."", ""Gradually add the broth to the flour mixture and boil, stirring with a whisk. Lower the heat and let the sauce thicken for about ten minutes."", ""Adjust seasoning."", ""To serve, place potatoes chunks on a plate, add a generous amount of cheese curds, pour on the sauce, and sprinkle with parsley.""]",www.yummly.com/recipe/Poutine-767609,Gathered,"[""potatoes"", ""coconut oil"", ""cumin"", ""paprika"", ""salt"", ""ground black pepper"", ""yeast"", ""red onion"", ""chipotle"", ""paprika"", ""beef broth"", ""tomato paste"", ""brown sugar"", ""flour"", ""butter"", ""garlic"", ""flat leaf parsley"", ""cheese curds""]"
1611200,Poutine Potatoes,"[""1/2 bag french fries prepared"", ""4 slices bacon diced"", ""1 clove garlic minced"", ""4 tablespoons onion minced"", ""2 tablespoons water"", ""1 tablespoon cornstarch"", ""1 cup beer dark, or beef bouillon"", ""salt and ground black pepper"", ""1 cup cheddar cheese grated""]","[""Preheat the oven to 200 Celsius."", ""Place the french fries into a baking pan and bake until crispy. Remove from oven."", ""Fry the bacon until golden. Remove half the bacon from the pan and drain the excess grease from the pan."", ""Add the onion and garlic to the pan and cook until the onion is transparent. Add the bear and cook until it simmers, approximately 2 minutes."", ""Dissolve the cornstarch in the water. Add to the pan and stir until a thick gravy is formed, approximately 2 minutes. Add salt and pepper."", ""Sprinkle the cheese over the french fries, top with gravy and the bacon.""]",www.yummly.com/recipe/Poutine-Potatoes-531461,Gathered,"[""bacon"", ""garlic"", ""onion"", ""water"", ""cornstarch"", ""beer dark"", ""salt"", ""cheddar cheese""]"
1669566,Bacon and Asparagus Poutine #SP5,"[""6 slices bacon"", ""1 (20 ounce) package Simply Potatoes Rosemary & Garlic Red Potato Wedges"", ""12 lb fresh asparagus spear, ends trimmed"", ""1 (14 ounce) can beef gravy"", ""1 cup cheese curds""]","[""Preheat oven to 425 degrees."", ""Cook bacon until brown and crispy in a large skillet over medium heat."", ""Remove bacon to a paper towel-lined plate and crumble."", ""Reserve 2 tablespoons bacon grease from skillet and discard the remainder."", ""Toss the potato Wedges in the reserved bacon grease and spread wedges across a large baking dish in a single layer."", ""Bake for 20-25 minutes, stirring occasionally."", ""Meanwhile, steam the asparagus until just fork tender."", ""Heat the gravy to hot in a small saucepan."", ""Keep gravy warm."", ""Assemble dish by spreading Potato Wedges across a medium serving platter."", ""Top potatoes with asparagus and cheese curds, then hot gravy then sprinkle evenly with bacon crumbles."", ""Yum!""]",www.food.com/recipe/bacon-and-asparagus-poutine-sp5-514935,Recipes1M,"[""bacon"", ""Potatoes"", ""fresh asparagus spear"", ""beef gravy"", ""cheese curds""]"
1674048,"Sweet Potato Fries ""Poutine""","[""2 qt. frozen sweet potato fries, fried"", ""2-2/3 cups JET-PUFFED Miniature Marshmallows"", ""2 tsp. cinnamon sugar"", ""1/2 cup maple syrup"", ""1/2 cup OSCAR MAYER Bacon Pieces, warmed""]","[""For each shared appetizer: Arrange 2 cups fries on heatproof serving plate."", ""Top with 2/3 cup marshmallows."", ""Toast marshmallows under salamander or with kitchen torch until golden brown."", ""Top with 1/2 tsp."", ""cinnamon sugar and 2 Tbsp."", ""each maple syrup and bacon pieces.""]",www.kraftrecipes.com/recipes/sweet-potato-fries-poutine-179190.aspx,Recipes1M,"[""frozen sweet potato fries"", ""JET-PUFFED Miniature Marshmallows"", ""cinnamon sugar"", ""maple syrup"", ""OSCAR MAYER Bacon""]"
1676428,Mushroom Poutine,"[""1 pound maitake mushrooms, torn into large pieces"", ""7 ounces store-bought frozen sweet potato fries, such as Alexia"", ""1/4 cup extra-virgin olive oil"", ""2 tablespoons unsalted butter"", ""2 tablespoons all-purpose flour"", ""3/4 cup whole milk"", ""Salt"", ""Pepper"", ""3 1/2 ounces Fontina cheese, shredded (1 cup)""]","[""Preheat the oven to 425."", ""In a 3-quart baking dish, toss the mushrooms with the fries and olive oil."", ""Bake until the fries are crispy, about 45 minutes."", ""Remove from the oven and turn on the broiler."", ""Meanwhile, in a small saucepan, melt the butter."", ""Add the flour and cook, whisking, until golden, 5 minutes."", ""Whisk in the milk and cook until thickened, about 3 minutes."", ""Season with salt and pepper."", ""Spoon the gravy over the mushrooms and fries and top with the cheese."", ""Broil 6 inches from the heat until golden, about 5 minutes.""]",www.foodandwine.com/recipes/mushroom-poutine,Recipes1M,"[""maitake mushrooms"", ""fries"", ""extra-virgin olive oil"", ""unsalted butter"", ""flour"", ""milk"", ""Salt"", ""Pepper"", ""cheese""]"
